description,name,filename-topics,filename-documents,topics,iterations,voyant-link,display
Party Platforms from the 20th century,party-platforms-20th-century-all,party-platforms-20th-century-all-topics,party-platforms-20th-century-all-documents,10,1050,https://voyant-tools.org/?corpus=58d4b2d396da18270928ed9fa8066005,true
Democratic Party Platforms from the 20th century,party-platforms-20th-century-democratic,party-platforms-20th-century-democratic-topics,party-platforms-20th-century-democratic-documents,10,1050,https://voyant-tools.org/?corpus=eabc1fc8facabe97c3a76b110186bfc5,true
Republican Party Platforms from the 20th century,party-platforms-20th-century-republican,party-platforms-20th-century-republican-topics,party-platforms-20th-century-republican-documents,10,1050,https://voyant-tools.org/?corpus=4d26298155b4ca78e6b7adb748b61bd4,true
Party Platforms from 1900-1944,party-platforms-1900-1944-all,party-platforms-1900-1944-all-topics,party-platforms-1900-1944-all-documents,10,1050,https://voyant-tools.org/?corpus=31498a1aeef7dc306bbe789806cdf58f
Democratic Party Platforms from 1900-1944,party-platforms-1900-1944-democratic,party-platforms-1900-1944-democratic-topics,party-platforms-1900-1944-democratic-documents,10,1050,https://voyant-tools.org/?corpus=22df3866427a8fee584b2546b7f082b6
Republican Party Platforms from 1900-1944,party-platforms-1900-1944-republican,party-platforms-1900-1944-republican-topics,party-platforms-1900-1944-republican-documents,10,1050,https://voyant-tools.org/?corpus=f440c650652b0396898340d33cefb168
Party Platforms from 1948-2000,party-platforms-1948-2000-all,party-platforms-1948-2000-all-topics,party-platforms-1948-2000-all-documents,10,1050,https://voyant-tools.org/?corpus=09c4190cdcc9b27cfed34b07ebe1b868
Democratic Party Platforms from 1948-2000,party-platforms-1948-2000-democratic,party-platforms-1948-2000-democratic-topics,party-platforms-1948-2000-democratic-documents,10,1050,https://voyant-tools.org/?corpus=4519fbb6bcd506214b96e0631c6596cc
Republican Party Platforms from 1948-2000,party-platforms-1948-2000-republican,party-platforms-1948-2000-republican-topics,party-platforms-1948-2000-republican-documents,10,1050,https://voyant-tools.org/?corpus=17e464f69faa73cf60d5837b19fe3eed
State of the Union Addresses from the 20th century,sotu-20th-century,sotu-20th-century-topics,sotu-20th-century-documents,10,1150,https://voyant-tools.org/?corpus=3331b9ec3186b714ca53835d5b3ed722,true
State of the Union Addresses from 1900-1945,sotu-1900-1945,sotu-1900-1945-topics,sotu-1900-1945-documents,10,1150,https://voyant-tools.org/?corpus=9ae4a745ccac7b5d79ef70622dbac3bb
State of the Union Addresses from 1946-2000,sotu-1946-2000,sotu-1946-2000-topics,sotu-1946-2000-documents,10,1150,https://voyant-tools.org/?corpus=5e6bd3fd4853555444a23db6390691c0
